GeneId	Chromosome	Start	End	Length	GeneName	GeneBiotype	JC1_count	JC10_count	JC11_count	JC12_count	JC13_count	JC14_count	JC15_count	JC16_count	JC17_count	JC18_count	JC19_count	JC2_count	JC20_count	JC21_count	JC22_count	JC23_count	JC24_count	JC3_count	JC4_count	JC5_count	JC6_count	JC7_count	JC8_count	JC9_count
ENSG00000177757	chr1	817371	819837	1947	FAM87B	lincRNA	6	5	28	2	8	11	1	15	9	10	2	2	5	13	7	16	5	11	7	3	9	28	1	6
ENSG00000228794	chr1	825138	859446	9470	LINC01128	processed_transcript	263	184	251	93	194	196	137	142	169	166	158	245	100	182	173	177	112	138	132	95	179	245	119	251
ENSG00000225880	chr1	826206	827522	1317	LINC00115	lincRNA	15	14	17	19	17	6	6	20	20	9	19	13	16	9	15	18	12	20	27	17	17	18	9	15
ENSG00000230368	chr1	868071	876903	1971	FAM41C	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234711	chr1	873292	874349	1058	TUBB8P11	unprocessed_pseudogene	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000272438	chr1	904834	915976	351	RP11-54O7.16	lincRNA	17	3	6	4	7	6	5	2	0	16	5	8	3	12	5	26	13	2	1	0	9	9	1	4
ENSG00000230699	chr1	911435	914948	3043	RP11-54O7.1	lincRNA	65	9	44	33	26	34	10	10	0	63	33	32	4	52	9	138	34	15	22	8	32	27	1	14
ENSG00000241180	chr1	914171	914971	443	RP11-54O7.2	lincRNA	7	0	3	1	2	0	0	0	0	8	3	2	0	7	1	13	2	2	0	2	5	1	0	1
ENSG00000223764	chr1	916865	921016	4152	RP11-54O7.3	lincRNA	352	109	231	262	163	176	131	53	57	1070	444	395	105	361	225	623	255	202	239	247	490	154	23	99
ENSG00000187634	chr1	924880	944581	3214	SAMD11	protein_coding	1122	175	697	464	487	272	283	223	157	1332	1331	479	416	1231	591	1231	422	404	479	427	487	596	66	311
ENSG00000188976	chr1	944204	959309	5539	NOC2L	protein_coding	1360	2512	4269	1616	2592	1517	1068	1475	2865	1938	2324	1399	1081	1592	2889	1406	1030	2768	2457	1964	1340	2236	844	3406
ENSG00000187961	chr1	960587	965715	3395	KLHL17	protein_coding	216	218	407	173	243	132	156	131	169	247	339	233	163	248	325	321	140	207	243	223	239	311	121	207
ENSG00000277294	chr1	965110	965166	57	AL645608.1	miRNA	3	1	0	2	1	1	1	1	2	1	2	2	0	1	5	4	0	7	2	4	10	7	0	0
ENSG00000187583	chr1	966497	975865	2833	PLEKHN1	protein_coding	15	27	32	29	34	20	8	7	17	49	68	8	9	30	60	26	8	30	29	35	10	36	1	25
ENSG00000187642	chr1	975204	982093	3424	PERM1	protein_coding	0	0	1	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1
ENSG00000272512	chr1	995966	998051	2086	RP11-54O7.17	lincRNA	0	1	0	0	0	1	0	0	0	1	0	0	0	0	6	0	0	0	0	3	0	1	0	0
ENSG00000188290	chr1	998962	1000172	1118	HES4	protein_coding	0	2	3	3	2	7	2	0	1	3	7	4	4	4	6	0	2	1	2	3	2	3	0	2
ENSG00000187608	chr1	1001138	1014541	942	ISG15	protein_coding	280	327	292	335	226	353	162	95	169	411	412	395	436	269	493	156	132	267	238	405	276	174	164	245
ENSG00000231702	chr1	1008076	1008229	154	RP11-54O7.10	processed_pseudogene	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000224969	chr1	1011997	1013193	471	RP11-54O7.11	antisense	0	0	0	1	1	1	0	0	3	4	0	0	1	0	2	0	7	0	1	1	0	0	0	1
ENSG00000188157	chr1	1020123	1056118	10758	AGRN	protein_coding	1578	1500	2635	1586	2194	1497	579	644	1140	1308	1422	2291	1463	2159	2184	1542	1085	2092	1348	1945	1436	1035	782	1655
ENSG00000242590	chr1	1055033	1056116	402	RP11-54O7.14	sense_intronic	56	48	69	48	67	52	14	16	29	33	39	51	52	65	66	54	51	47	41	49	54	23	30	47
ENSG00000217801	chr1	1059734	1069355	2171	RP11-465B22.3	transcribed_unprocessed_pseudogene	6	18	5	13	2	24	13	4	1	7	2	9	14	1	21	0	7	3	5	22	7	22	10	3
ENSG00000273443	chr1	1062208	1063288	829	RP11-54O7.18	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237330	chr1	1070966	1074307	1902	RNF223	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131591	chr1	1081818	1116361	6322	C1orf159	protein_coding	48	129	184	90	84	62	27	30	112	67	78	70	74	73	120	29	34	80	81	98	69	57	48	93
ENSG00000223823	chr1	1137017	1144056	1620	LINC01342	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207730	chr1	1167092	1167202	111	MIR200B	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207607	chr1	1167846	1167956	111	MIR200A	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198976	chr1	1169005	1169087	83	MIR429	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272141	chr1	1169357	1170343	987	RP11-465B22.8	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205231	chr1	1173056	1179555	3532	TTLL10-AS1	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162571	chr1	1173884	1197935	3943	TTLL10	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186891	chr1	1203508	1206691	1370	TNFRSF18	protein_coding	0	1	0	6	1	5	3	0	0	3	0	3	5	0	12	0	2	0	0	16	5	0	1	0
ENSG00000186827	chr1	1211326	1214138	1721	TNFRSF4	protein_coding	0	2	0	0	1	1	0	0	0	0	3	0	3	1	2	0	0	0	0	0	0	0	0	0
ENSG00000078808	chr1	1216908	1232031	4709	SDF4	protein_coding	2570	4074	4607	4381	2881	3508	2407	2279	2838	4281	4567	3926	3130	3645	5047	2439	3157	3177	3142	4236	4364	2900	2157	3330
ENSG00000176022	chr1	1232265	1235041	2777	B3GALT6	protein_coding	458	387	454	323	422	549	233	212	307	346	456	447	289	426	511	400	335	418	331	416	308	290	252	410
ENSG00000184163	chr1	1242446	1246722	1794	FAM132A	protein_coding	16	1	13	26	5	12	8	0	9	8	11	7	11	6	16	4	9	8	4	9	11	3	8	7
ENSG00000260179	chr1	1249777	1251334	1558	RP5-902P8.12	lincRNA	0	4	3	2	2	1	4	1	3	0	5	5	3	5	0	4	3	1	5	5	8	2	1	3
ENSG00000160087	chr1	1253909	1273885	4712	UBE2J2	protein_coding	473	785	890	826	645	520	414	376	688	635	697	699	571	528	843	418	583	581	504	674	674	419	426	699
ENSG00000230415	chr1	1275223	1280420	513	RP5-902P8.10	lincRNA	20	14	9	17	8	12	16	10	1	21	23	37	38	12	9	6	25	8	4	34	27	6	20	1
ENSG00000162572	chr1	1280436	1292029	4025	SCNN1D	protein_coding	61	34	28	49	18	55	36	25	4	54	69	127	98	63	51	38	64	24	20	86	91	38	46	7
ENSG00000131584	chr1	1292376	1309609	8809	ACAP3	protein_coding	536	782	1102	797	574	618	458	506	513	845	1010	982	701	841	1072	616	443	648	607	1056	970	588	441	758
ENSG00000278073	chr1	1296110	1296170	61	MIR6726	miRNA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000169972	chr1	1308567	1311677	2489	PUSL1	protein_coding	127	199	238	187	204	173	102	77	153	193	262	180	158	246	293	137	131	190	167	227	157	137	84	215
ENSG00000127054	chr1	1311585	1324691	8220	CPSF3L	protein_coding	1014	1276	1891	1134	1267	815	804	918	1305	1201	1494	1433	1106	1177	1515	879	948	1387	1193	1259	1282	1293	850	1576
ENSG00000274153	chr1	1312502	1312566	65	MIR6727	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240731	chr1	1317581	1318689	386	RP5-890O3.9	sense_intronic	26	9	36	26	31	20	16	23	23	20	28	46	15	16	24	39	26	19	13	26	42	37	35	32
ENSG00000224051	chr1	1324756	1328897	2556	CPTP	protein_coding	159	201	176	194	214	193	94	106	126	176	230	166	194	154	247	123	110	148	151	227	177	114	94	165
ENSG00000169962	chr1	1331314	1335306	3433	TAS1R3	protein_coding	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	1	3	0	2	0
ENSG00000107404	chr1	1335276	1349350	3486	DVL1	protein_coding	464	655	1142	591	896	583	283	360	641	559	921	514	482	705	847	437	275	688	574	656	411	457	259	781
ENSG00000275884	chr1	1339650	1339708	59	MIR6808	miRNA	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
ENSG00000162576	chr1	1352689	1361777	3622	MXRA8	protein_coding	7341	5611	9082	5464	5976	6035	3865	6707	5768	6921	11371	6437	5610	7582	6924	5429	6041	7911	6537	5861	7144	6123	5530	6426
ENSG00000175756	chr1	1373730	1375495	1669	AURKAIP1	protein_coding	451	1012	1592	939	847	649	512	473	1051	989	969	661	1001	709	1235	471	626	1006	841	854	708	737	302	1168
ENSG00000223663	chr1	1378666	1379032	367	RP5-890O3.3	processed_pseudogene	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0
ENSG00000221978	chr1	1385711	1399338	6860	CCNL2	protein_coding	3778	2709	3774	3809	3299	3626	2887	2612	2533	3306	5719	5897	4390	4879	3569	3956	4085	3283	2790	3199	4622	2840	4866	2990
ENSG00000224870	chr1	1399522	1402046	2525	RP4-758J18.2	processed_transcript	331	284	359	298	380	313	166	155	346	404	507	389	247	297	379	242	236	383	373	326	281	204	251	409
ENSG00000242485	chr1	1401908	1407313	2788	MRPL20	protein_coding	686	1793	1927	1736	1089	1039	891	1000	1574	1366	1207	1143	1033	1011	1727	959	1453	1255	1169	1037	1106	1035	907	1628
ENSG00000264293	chr1	1405460	1405752	293	RN7SL657P	misc_RNA	1	6	1	8	3	6	2	2	9	6	14	9	7	2	5	7	4	6	7	4	8	3	7	7
ENSG00000272455	chr1	1409096	1410618	1523	RP4-758J18.13	lincRNA	62	72	85	80	50	43	53	24	54	66	55	58	71	82	56	57	79	41	46	53	44	27	62	67
ENSG00000235098	chr1	1418420	1421769	2644	ANKRD65	protein_coding	23	12	21	40	10	2	40	60	8	34	39	36	43	39	9	42	56	14	7	29	31	3	5	15
ENSG00000225905	chr1	1420245	1422691	543	RP4-758J18.7	antisense	0	0	0	0	1	3	2	0	0	0	0	3	5	0	0	0	0	0	1	4	2	0	0	0
ENSG00000205116	chr1	1426128	1427787	492	TMEM88B	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225285	chr1	1430539	1434573	851	RP4-758J18.10	lincRNA	1	0	3	2	0	1	0	1	0	2	1	0	4	8	0	1	0	2	1	1	0	1	0	1
ENSG00000179403	chr1	1434861	1442882	5065	VWA1	protein_coding	100	15	62	69	67	103	43	33	16	118	124	110	175	208	70	191	47	122	71	116	89	87	60	30
ENSG00000215915	chr1	1449689	1470158	3976	ATAD3C	protein_coding	4	10	5	11	8	2	7	4	11	9	17	9	18	6	4	2	1	4	7	19	8	6	8	7
ENSG00000160072	chr1	1471769	1497848	7682	ATAD3B	protein_coding	347	693	1220	370	760	344	194	267	763	439	622	339	236	470	783	327	191	656	536	622	346	387	178	858
ENSG00000197785	chr1	1512151	1534687	3069	ATAD3A	protein_coding	220	702	1151	449	695	302	160	288	767	487	444	200	218	489	818	226	172	600	580	574	275	453	116	807
ENSG00000205090	chr1	1535174	1540453	1380	TMEM240	protein_coding	23	11	21	15	12	14	17	6	7	26	33	40	36	36	40	17	27	12	19	24	30	7	23	22
ENSG00000160075	chr1	1541673	1574869	6925	SSU72	protein_coding	2123	2531	2671	2527	2036	2243	1353	1607	2073	2041	2388	2179	1649	2529	2590	2244	2298	1847	1709	1527	1962	1678	1674	2405
ENSG00000215014	chr1	1574975	1577075	2101	RP5-832C2.5	lincRNA	16	14	18	10	18	18	9	10	6	23	29	20	11	14	19	29	27	19	9	15	18	2	12	16
ENSG00000279244	chr1	1579756	1580046	276	AL645728.1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274481	chr1	1583510	1583909	400	RP11-345P4.11	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228594	chr1	1598011	1600096	2086	C1orf233	protein_coding	45	50	60	29	58	51	14	29	46	40	69	24	23	59	54	31	22	56	45	56	20	31	18	53
ENSG00000272106	chr1	1613758	1615795	2038	RP11-345P4.9	antisense	42	70	76	88	44	60	50	66	53	73	82	86	68	56	68	70	84	42	29	70	82	54	64	59
ENSG00000197530	chr1	1615415	1630610	8767	MIB2	protein_coding	293	236	309	307	255	385	206	137	109	277	429	454	467	368	349	209	208	235	177	375	388	248	216	184
ENSG00000189409	chr1	1632095	1701810	2714	MMP23B	protein_coding	7	2	0	7	0	3	4	1	0	8	5	17	19	6	10	4	5	1	4	6	12	1	4	0
ENSG00000248333	chr1	1635227	1722818	3434	CDK11B	protein_coding	458	612	942	625	560	447	476	639	713	587	666	660	523	493	657	509	521	685	694	602	708	638	531	789
ENSG00000272004	chr1	1659325	1662602	400	RP11-345P4.10	antisense	0	8	1	0	1	3	0	1	0	5	0	1	0	2	6	1	6	0	0	0	1	0	2	2
ENSG00000189339	chr1	1659529	1692728	8395	SLC35E2B	protein_coding	1105	800	738	1013	968	1123	1140	1034	774	1343	1206	2009	972	1362	933	1092	1312	756	934	836	1808	944	1412	934
ENSG00000269737	chr1	1671990	1673411	1422	RP11-345P4.7	antisense	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	0	3	0	0
ENSG00000269227	chr1	1673275	1674397	502	RP11-345P4.6	transcribed_processed_pseudogene	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	0	0
ENSG00000215914	chr1	1699942	1701782	1017	MMP23A	unprocessed_pseudogene	5	1	0	4	0	3	2	0	0	4	3	9	11	4	5	6	2	1	1	2	9	1	1	0
ENSG00000008128	chr1	1702730	1724324	4701	CDK11A	protein_coding	212	286	382	265	249	208	187	272	164	167	323	382	283	126	207	209	262	231	304	278	415	273	327	340
ENSG00000268575	chr1	1702736	1737688	5079	RP1-283E3.8	processed_transcript	232	229	314	240	212	229	174	257	156	148	288	410	238	126	170	192	264	215	273	254	406	233	308	285
ENSG00000227775	chr1	1724512	1737251	2759	RP1-283E3.4	transcribed_processed_pseudogene	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	1
ENSG00000215790	chr1	1724838	1745992	2504	SLC35E2	protein_coding	39	32	61	73	19	34	32	23	43	67	78	109	94	73	46	36	47	49	71	62	110	32	60	15
ENSG00000008130	chr1	1751232	1780457	5570	NADK	protein_coding	868	927	1449	937	924	812	502	657	1030	863	1212	962	671	1085	1114	705	690	1005	917	894	806	734	586	1172
ENSG00000078369	chr1	1785285	1891117	6417	GNB1	protein_coding	7879	10764	11877	9208	9564	9423	6055	8793	9830	8883	10620	9008	5795	9782	10887	9695	6616	10781	7716	7952	6960	9053	6361	10782
ENSG00000231050	chr1	1891471	1892658	906	RP1-140A9.1	antisense	4	1	3	6	1	1	4	11	3	7	10	1	7	1	6	0	1	1	1	0	0	5	2	1
ENSG00000169885	chr1	1914827	1917296	2321	CALML6	protein_coding	36	6	10	14	9	17	17	8	4	12	27	44	18	23	16	19	24	9	10	22	23	5	11	8
ENSG00000178821	chr1	1917590	1919273	1594	TMEM52	protein_coding	3	2	9	3	3	5	2	1	4	2	2	3	0	0	5	1	4	2	1	2	2	5	0	18
ENSG00000142609	chr1	1921951	2003837	10422	CFAP74	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000233542	chr1	2013213	2015530	1954	RP11-547D24.1	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187730	chr1	2019324	2030751	1928	GABRD	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000226969	chr1	2049203	2050070	538	RP11-547D24.3	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067606	chr1	2050470	2185395	7636	PRKCZ	protein_coding	27	191	39	215	20	243	132	19	21	266	42	382	261	29	273	21	210	19	18	216	226	16	142	40
